treat,response_wave_ID,exp_1_prompt,meta_OS,age_65,educ,PID,crt,gender,age,polknow,internet_usage,ambivalent_sexism,post_favor_Sanders
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,38,0.7142857142857143,6,4.6,61
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,65,0.8571428571428571,6,2.6,66
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.6666666666666666,Female,74,1,6,4,75
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0,Female,81,1,6,2.6,72
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Independent,0,Male,55,1,6,3.4,82
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Independent,0.6666666666666666,Male,69,1,7,4.2,59
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Male,38,1,7,2.4,63
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,31,0.7142857142857143,6,1.4,81
video,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Democrat,0.3333333333333333,Male,24,0.42857142857142855,7,2.4,66
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Male,64,1,7,2.6,88
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0,Female,75,0.8571428571428571,7,1.8,60
text,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Independent,0,Female,32,0.42857142857142855,6,1.2,2
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,32,0.8571428571428571,7,2,52
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0,Male,67,0.5714285714285714,6,3,0
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.6666666666666666,Male,68,1,6,3,88
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.3333333333333333,Female,68,1,6,3.4,0
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.6666666666666666,Female,59,0.8571428571428571,5,3.2,20
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,57,1,6,2.6,60
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0,Female,65,0.2857142857142857,7,5,50
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0.3333333333333333,Female,59,0.7142857142857143,5,3.8,0
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,72,0.8571428571428571,7,2.6,35
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0,Female,54,0.7142857142857143,5,3.4,22
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,65,0.2857142857142857,6,3,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0,Female,68,1,6,2.2,95
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0,Female,60,1,6,2.4,19
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0,Female,50,1,7,3,0
ad,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Republican,0,Male,30,1,7,4.6,70
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Independent,0.3333333333333333,Male,71,0.8571428571428571,6,2.8,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.6666666666666666,Female,45,0.8571428571428571,6,2.4,0
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Republican,0.3333333333333333,Female,63,0.2857142857142857,7,2,47
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0,Male,38,0.42857142857142855,6,2.6,0
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Male,36,1,7,2.2,19
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.6666666666666666,Male,57,1,7,3,25
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Male,68,0.2857142857142857,7,2.2,70
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.6666666666666666,Male,74,0.8571428571428571,7,3.4,50
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,79,1,6,3.4,76
video,SV_0xlqWlOfO10wuYl,info,mobile,>65,College,Independent,0.6666666666666666,Male,73,1,6,4.8,7
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0,Male,36,0.42857142857142855,7,4.4,28
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0,Female,41,0.2857142857142857,2,4.2,79
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0,Female,64,1,7,3.2,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Female,70,0.8571428571428571,7,3.2,0
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Republican,0.3333333333333333,Male,70,0.5714285714285714,6,3.2,39
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Male,49,0.42857142857142855,6,4,44
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,61,0.7142857142857143,6,2.8,74
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0,Female,74,1,6,3.2,30
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.6666666666666666,Female,64,1,7,1.8,98
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Male,64,1,6,2.2,75
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.6666666666666666,Male,35,0.2857142857142857,6,3.2,37
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0.3333333333333333,Female,68,1,6,2.2,80
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0,Female,77,0.7142857142857143,7,3.2,34
control,SV_0xlqWlOfO10wuYl,info,mobile,>65,High school,Republican,0.6666666666666666,Male,75,1,6,3.2,52
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.6666666666666666,Male,40,0.5714285714285714,6,2.2,58
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0,Female,68,1,7,1,60
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0,Male,41,0.8571428571428571,6,4.4,98
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0,Male,62,0.8571428571428571,7,3,50
ad,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,0.6666666666666666,Male,47,1,7,3.2,83
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0,Female,54,0.5714285714285714,7,3.4,56
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Male,41,1,7,2.4,0
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0,Female,62,1,6,3.2,30
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0.3333333333333333,Female,52,1,7,3.4,5
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0,Female,76,1,5,2.8,59
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0,Female,61,0.8571428571428571,7,3.2,100
ad,SV_0xlqWlOfO10wuYl,control,mobile,>65,High school,Democrat,0.6666666666666666,Male,69,1,6,2,86
audio,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Republican,0,Male,30,1,7,3.8,58
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.6666666666666666,Male,39,1,6,2.6,57
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Male,69,1,7,2.8,80
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Independent,0.3333333333333333,Male,74,0.8571428571428571,6,4,80
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0,Female,50,0.8571428571428571,6,2,70
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0,Male,61,0.8571428571428571,6,3.4,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0.3333333333333333,Female,60,0.8571428571428571,7,3.4,13
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,60,0.2857142857142857,7,2.8,20
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Male,40,0.8571428571428571,7,2.4,39
text,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Republican,0.3333333333333333,Male,44,0.8571428571428571,4,3.2,79
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Independent,0.3333333333333333,Male,38,1,7,3.2,50
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Female,37,0.8571428571428571,6,4.2,20
control,SV_0xlqWlOfO10wuYl,control,mobile,<=65,Postgraduate,Republican,0.3333333333333333,Male,45,0.7142857142857143,7,3,72
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Democrat,0,Female,62,1,6,1.4,54
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Male,41,1,6,2.6,59
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Male,78,0.7142857142857143,6,3.4,81
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.6666666666666666,Female,69,1,7,1.8,85
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Independent,0.6666666666666666,Male,69,1,6,2.8,32
control,SV_0xlqWlOfO10wuYl,control,mobile,<=65,<High school,Republican,0.3333333333333333,Male,42,0.5714285714285714,7,2.6,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.6666666666666666,Female,46,0.7142857142857143,7,3.2,50
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,38,1,7,2.8,95
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.6666666666666666,Female,42,0.7142857142857143,6,2.6,61
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0.6666666666666666,Female,35,0.8571428571428571,7,1.4,50
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Republican,0.3333333333333333,Female,65,0.42857142857142855,6,2.6,0
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Democrat,0,Female,67,0.7142857142857143,7,2.2,73
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Female,49,0.8571428571428571,7,3.2,41
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,85,1,5,3.2,56
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0.3333333333333333,Male,43,0.8571428571428571,7,4.2,30
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Male,66,0.8571428571428571,7,1.8,90
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.3333333333333333,Female,62,0.7142857142857143,7,3,10
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Female,54,0.7142857142857143,6,2.4,5
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,<High school,Democrat,0.3333333333333333,Male,68,1,6,1.6,55
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,68,1,6,2.8,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,64,1,7,2,91
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0,Female,58,0.2857142857142857,6,5,0
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.6666666666666666,Male,57,0.8571428571428571,7,3.8,63
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Female,30,0.5714285714285714,6,3.4,21
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.6666666666666666,Male,70,0.8571428571428571,6,3,30
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Female,42,0.42857142857142855,7,1,0
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.6666666666666666,Male,60,1,6,2.8,40
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,63,0.7142857142857143,6,1.8,30
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,1,Female,53,1,6,2.8,81
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0,Female,59,0.8571428571428571,7,3.2,0
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Independent,0.3333333333333333,Male,66,1,7,2.8,100
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,58,1,6,3.2,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,59,1,7,2.4,20
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0,Male,68,0.7142857142857143,6,3,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,72,1,7,3.6,60
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0,Female,54,0.14285714285714285,7,3.8,33
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,72,0.5714285714285714,5,3,77
text,SV_0xlqWlOfO10wuYl,info,mobile,<=65,High school,Democrat,0.3333333333333333,Male,41,0.42857142857142855,7,3,55
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,44,1,7,3,61
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.6666666666666666,Male,58,0.8571428571428571,7,3.4,7
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Female,51,0.5714285714285714,7,3.2,69
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.6666666666666666,Female,70,1,7,3.2,10
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0,Male,40,0.42857142857142855,6,4.4,62
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0,Female,56,0.8571428571428571,6,4.6,0
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,64,1,7,1.8,89
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0,Female,53,0.7142857142857143,7,4.2,0
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Male,42,0.8571428571428571,6,4,42
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,46,0.8571428571428571,6,3.6,21
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0.3333333333333333,Female,49,1,7,2.6,50
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.6666666666666666,Male,63,1,5,2.2,66
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.3333333333333333,Female,73,1,6,3.8,0
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0,Female,32,0.5714285714285714,6,3,50
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,68,0.42857142857142855,7,2.4,83
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,44,0.2857142857142857,7,3,58
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.6666666666666666,Male,75,1,6,2.6,40
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0,Female,63,1,6,2.6,5
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0,Male,34,1,5,3,32
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0,Female,60,0.5714285714285714,6,2.8,50
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Female,35,0.5714285714285714,6,2.8,52
audio,SV_0xlqWlOfO10wuYl,control,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Male,59,1,7,3.6,80
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,63,0.7142857142857143,6,3.2,60
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Republican,0.6666666666666666,Male,72,1,7,3.4,0
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,1,Female,64,0.8571428571428571,7,1.8,50
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Female,72,1,6,2.2,31
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Female,34,0.8571428571428571,7,4.2,56
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0,Female,58,0.8571428571428571,6,3.4,44
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Male,37,0.8571428571428571,7,3.2,61
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0,Female,74,0.2857142857142857,6,2.6,45
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.6666666666666666,Male,63,1,6,2.8,0
skit,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Male,45,1,7,2.2,50
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0,Male,34,1,5,2.8,0
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Independent,0,Male,65,1,7,3,0
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,69,0.7142857142857143,6,3.6,0
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Independent,0,Male,60,1,5,2.4,29
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,74,0.5714285714285714,6,3.6,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.6666666666666666,Female,66,0.8571428571428571,5,2.8,0
text,SV_0xlqWlOfO10wuYl,info,mobile,<=65,Postgraduate,Republican,0.6666666666666666,Male,53,1,7,1.8,64
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Male,71,0.8571428571428571,6,2.6,72
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Independent,0,Female,47,0.7142857142857143,6,1.6,92
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,61,0.8571428571428571,6,4.2,0
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Male,66,1,6,2.4,80
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Female,59,0.7142857142857143,7,1.4,90
skit,SV_0xlqWlOfO10wuYl,control,mobile,>65,Postgraduate,Democrat,0.6666666666666666,Male,68,1,7,1.4,76
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Independent,0.3333333333333333,Male,56,1,6,2.6,0
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,74,0.8571428571428571,7,2.6,90
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.6666666666666666,Female,53,0.8571428571428571,5,2.6,85
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0,Female,78,0.7142857142857143,6,3,9
video,SV_0xlqWlOfO10wuYl,info,mobile,<=65,College,Republican,0.3333333333333333,Male,38,1,7,3,55
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0,Female,52,1,5,3.2,21
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,1,Male,64,1,6,3,55
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.6666666666666666,Female,80,1,6,2.6,59
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0,Female,67,0.2857142857142857,7,2.8,23
ad,SV_0xlqWlOfO10wuYl,control,mobile,<=65,High school,Democrat,0.6666666666666666,Male,35,1,7,1.6,45
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Male,23,0.8571428571428571,6,3,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Independent,0,Female,72,0.8571428571428571,6,3.8,62
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.6666666666666666,Female,60,0.8571428571428571,6,3.2,3
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.6666666666666666,Female,56,0.8571428571428571,7,2,49
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Male,40,1,6,3,65
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0,Male,22,0.8571428571428571,7,3,29
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0,Female,85,0.8571428571428571,7,3,54
audio,SV_0xlqWlOfO10wuYl,control,mobile,<=65,Postgraduate,Democrat,0.3333333333333333,Male,40,0.7142857142857143,7,3.8,50
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0,Female,35,0.8571428571428571,6,3,76
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,52,0.5714285714285714,6,2.2,81
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Female,43,0.8571428571428571,7,1.8,70
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Male,42,1,7,3.2,62
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Female,64,0.7142857142857143,6,4,24
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Female,55,0.5714285714285714,7,2.2,100
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.6666666666666666,Female,61,1,7,3.2,0
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,71,1,6,2.6,92
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Republican,1,Male,64,1,6,2.8,5
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Female,35,1,6,2.2,50
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Republican,0.6666666666666666,Male,53,1,7,3.4,0
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Male,61,1,6,2.8,50
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Male,57,0.5714285714285714,6,3.6,50
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Male,32,0.2857142857142857,7,3.2,37
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Independent,0.3333333333333333,Female,38,1,6,1.6,51
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,55,0.7142857142857143,6,3.6,5
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Female,37,0.8571428571428571,7,3.4,79
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0,Male,52,1,6,3.2,25
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Independent,0.3333333333333333,Female,61,0.2857142857142857,6,3.6,50
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Female,52,0.42857142857142855,7,3,0
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,40,0.7142857142857143,6,1.6,95
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0,Female,54,0.8571428571428571,7,1.4,100
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Male,75,1,7,2.6,75
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.6666666666666666,Female,67,1,6,3.2,0
skit,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,0,Male,51,0.5714285714285714,6,3.6,73
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.6666666666666666,Female,59,1,6,2.8,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,1,Female,54,1,6,3.6,35
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0,Female,66,1,6,1.8,83
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.6666666666666666,Male,33,1,6,3.2,100
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Female,54,0.5714285714285714,6,3.2,4
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0,Male,69,0.8571428571428571,6,2.4,100
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0,Female,69,0.14285714285714285,7,2.8,56
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.6666666666666666,Male,73,1,7,2.2,80
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Male,76,0.8571428571428571,5,1.4,90
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Male,64,0.8571428571428571,6,3,5
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0,Female,56,0.42857142857142855,6,2.8,8
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Independent,0.3333333333333333,Female,57,0.7142857142857143,6,4.6,0
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Independent,0.3333333333333333,Male,72,1,6,2.4,58
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0,Female,73,0.5714285714285714,6,2.6,70
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Independent,0.3333333333333333,Male,56,1,7,2.6,0
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,<High school,Republican,0,Male,59,0.42857142857142855,6,3.4,19
text,SV_0xlqWlOfO10wuYl,control,mobile,<=65,College,Democrat,1,Male,59,0.8571428571428571,6,1.6,8
